IDSong,F0010,F0011,F0013,F0021,F0109,F0110,F0113,F0116,F0121,F0133,F0136,F0151,F0155,F0246,F0247,F0251,F0328,F0404,F0406,F0407,F0437,F0438,F0466,F0469,F0507,F0525,F0526,F0529,F0753,F0770,F0772,F0776,F0778,F0782,F0891,F0897,F0899,F0905,F0909,F0911,F0917,F0923,F0927,F0945,F0946,F0958,F1053,F1059,F1065,F1071,F1077,F1089,F1090,F1096,F1101,F1151,F1152,F1166,F1194,F1419,F1441,F1455,F1469,F1475,F1483,F1486,F1489,F1497,F1537,F1550,F1574,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),ORIGINAL-TEXTURE-Musical Layers (Mean),ORIGINAL-TEXTURE-Musical Layers (Max),ORIGINAL-TEXTURE-Musical Layers (Std),ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),Quadrant,Energy,Valence,Accouticness,Instrumentalness,Key,Speechiness,Loudness,Liveness,Mode,Tempo,Time_signature,Danceability
MT0011959819,75.861,0.90943,595.16,6.3541,0.06728,0.13587,0.4667,0.034808,379.1,0.25444,1.3913,0.023954,0.80603,0.47339,0.017336,0.39898,0.44134,0.12728,2.1572,0.74447,4.5742,0.89895,0.041262,0.16342,0.35131,0.9375,1.1797,4.1287,0.18833,0.42228,0.027403,0.63791,0.033762,0.76755,0.57636,0.59685,-0.28471,-0.4157,0.61131,-0.36595,-0.34912,-0.28284,0.57251,0.57896,0.10492,0.10395,2.702,2.9059,3.0633,3.3252,3.7051,3.6524,1.0667,1.2685,4.2713,37.976,39.563,3470100,2.1024,0.15233,-1.712,-2.049,-2.0545,0.16478,5.5503,0.74303,0.057974,-0.41849,0.017268,0.1353,-1.268,0,0,0,0,0.87317,3,0.71311,0.52761,0.66512,1.2305,0.23279,0.19631,5874.5,7483.2,5139.5,0.58075,0,0,0,0,0,0,0,0,0,0,0,-3.2416,0.96487,Q2,0.993,-0.748,8.67E-05,0.00201,11,0.161,-4.891,0.104,1,102.973,4,0.301
MT0011960348,185.38,0.21518,748.94,2.0351,0.076828,-0.4044,0.39826,1.0452,486.74,0.32261,1.9556,0.030388,0.78954,0.43237,0.039269,0.29796,0.52189,0.056106,1.6828,0.53911,4.9213,0.92319,0.041674,0.13986,0.29577,2.1837,1.0499,5.0058,0.22409,0.46483,0.034157,0.56699,0.043437,0.70716,0.48424,0.40891,0.28745,0.43709,0.34308,0.60968,0.7109,0.43525,0.34482,0.40471,0.1552,0.16496,3.9597,4.4317,4.2717,4.9281,5.229,5.6835,2.3744,2.3671,6.915,27.27,28.11,2027500,1.6465,0.18333,-1.8064,-1.426,-3.3468,0.1166,0.98344,0.64949,0.085018,0.65355,0.0025627,0.299,-1.4659,0,0,0,0,2.8812,6,0.87613,0.055588,0,0.3709,0.91039,0.6585,6451.5,7523.6,4697.9,0.28971,0.23791,1,3.3482,1,1,1.48E-16,5408.1,7.3725,1,0.46118,0.051282,-1.4356,0.43836,Q2,0.534,-0.064,0.48,2.84E-05,0,0.031,-11.346,0.0434,0,102.372,3,0.397
MT0011969592,161.48,1.6775,1322,3.1962,0.11844,0.87792,0.071405,0.63798,468.73,0.76195,5.6645,0.044934,0.57796,0.37167,0.065329,0.19807,0.76353,0.071807,3.5076,1.4662,5.1559,1.0334,0.07187,0.46557,0.11812,6.0299,1.7071,11.459,0.17263,0.30333,0.055709,0.41032,0.062351,0.55963,0.51532,0.41621,0.3777,0.18476,0.37587,0.32325,0.54469,0.19633,0.41459,0.3388,0.17898,0.18375,3.6363,4.1807,4.6755,4.5355,4.8869,6.1717,2.6106,2.9182,7.5054,5.4066,13.043,345210,3.1959,0.18145,-0.7076,-0.17538,-1.4966,0.10543,1.6558,1.4829,0.19755,0.85588,0.0062494,0.22402,-0.96298,191.36,0.045963,2054.9,0.61538,2.2896,6,1.163,0.25811,0.40147,1.8401,2.1077,0.3636,4683,5007.3,4355.2,0.16569,1.0566,1.907,27.213,1.5469,1.613,0.20551,4081.2,369.39,2.506,0.36694,0.21429,-0.29294,1.6064,Q3,0.799,0.496,0.273,0,10,0.0349,-5.916,0.23,1,84.28,4,0.469
MT0011975274,307.98,4.3479,3933.6,3.5362,0.15747,-0.29095,0.054684,1.126,989.01,0.6604,5.2433,0.099989,0.40478,0.41124,0.042428,0.29126,0.6033,0.365,4.6889,1.3349,5.8079,0.59951,0.059334,0.43877,0.46155,2.1949,1.5119,6.5891,0.15303,0.26702,0.064139,0.53,0.052632,0.70339,0.57278,0.58237,-0.2992,-0.20863,0.48859,-0.081188,-0.17011,-0.21129,0.52769,0.49618,0.15817,0.18372,3.2419,3.2106,3.4327,3.6389,3.7908,4.7841,2.1346,2.5337,6.1164,25.391,25.398,2080600,4.137,0.32196,-0.22333,-1.0826,-1.0177,0.10733,1.7131,1.6218,0.16334,1.4836,0.0037458,0.2362,-0.57372,0,0,0,0,0.8414,5,0.78879,0.47658,1.7411,1.2054,0.40179,0.17092,6485.9,7169.7,5828.1,0.54984,0,0,0,0,0,0,4782.2,0,0,1,0.076923,-1.1748,1.3729,Q2,0.478,-0.616,0.000441,0.00272,1,0.057,-12.634,0.256,1,118.142,4,0.869
MT0011999773,252.37,7.6983,3698.2,3.6787,0.12124,-0.19487,0.23641,1.1447,681.67,0.40363,1.9991,0.057465,0.69916,0.43803,0.040888,0.30936,0.53584,0.26509,4.1789,0.99281,5.1444,0.47296,0.05108,0.21907,0.26761,2.7173,1.0769,6.4636,0.17786,0.36229,0.0495,0.51574,0.039294,0.70472,0.59739,0.55009,-0.24921,-0.27715,0.52634,-0.29911,-0.4048,-0.31801,0.52264,0.5509,0.12673,0.1205,3.164,3.0838,3.3704,3.7095,3.9959,3.8614,1.3671,1.6001,4.244,30.122,31.261,1943900,3.9597,0.21553,0.40691,-0.23664,-1.0928,0.11953,3.2622,1.7593,0.19506,1.638,0.0075476,0.20365,-0.32247,114.54,0.045152,1043,1,1.0083,4,0.75429,0.55212,1.7293,1.5963,0.13302,0.23273,5815,7243.3,4947.8,0.44913,0.50468,2.3333,2.7064,2.2992,2.1166,-0.76735,4833.8,416.23,2.1542,1,0.16667,-1.208,1.3641,Q1,0.843,0.294,0.113,0.0439,10,0.0551,-5.763,0.1,0,111.893,4,0.844
MT0012001409,286.05,4.94,3213,3.4073,0.1614,0.40401,0.092002,1.6189,963.9,0.86175,4.5027,0.074924,0.565,0.43466,0.044864,0.22535,0.6707,0.22633,5.1913,1.762,5.0983,0.74376,0.094889,0.32253,0.17553,4.3922,1.8854,10.014,0.14952,0.27494,0.064296,0.44754,0.083806,0.62746,0.4968,0.47917,0.01922,-0.0849,0.46451,-0.047079,-0.063034,-0.053408,0.46649,0.43475,0.17864,0.1576,3.3826,3.526,3.7939,3.9996,4.2956,4.8244,2.0806,2.2887,4.9294,22.576,20.537,739060,6.089,0.31603,0.097595,-0.1723,0.061536,0.094844,2.8362,3.7194,0.59995,1.8039,0.0049723,0.21646,-0.49317,219.41,0.029237,1001,0,1.0989,5,0.79062,0.48287,2.046,2.5156,0.63728,0.20139,5000.2,5892.8,4000.5,0.2108,0.80679,1.2722,10.167,1.5888,1.6344,-0.38537,4475.9,50.276,1.665,0,0.11429,-0.34834,2.2471,Q2,0.799,0.398,0.517,0.00027,1,0.387,-4.629,0.368,1,72.896,4,0.783
MT0012020062,115.09,0.94173,919.6,1.2092,0.084223,0.93932,0.09453,1.959,290.38,0.56164,4.214,0.03978,0.59856,0.3729,0.059245,0.19806,0.83581,0.066375,2.4108,0.97336,5.5262,1.0123,0.065611,0.39499,0.12716,5.8961,1.2724,9.2708,0.18036,0.30694,0.046181,0.40619,0.049628,0.5781,0.48279,0.37194,0.42118,0.2059,0.31939,0.51247,0.8493,0.90932,0.22789,0.16906,0.14524,0.13891,4.284,5.1819,5.3339,6.1351,7.3415,8.6758,3.4673,3.7838,11.893,-2.5286,1.5103,408400,2.8407,0.14155,-0.3438,-0.23947,-0.8589,0.10632,0.76327,1.244,0.17628,2.1009,0.0016999,0.33173,-0.95315,24.15,0.079742,623.32,1,3.2827,7,1.1156,0.032183,0.033398,0.36738,1.4695,0.79335,5701.6,6908.1,3505.1,0.34589,0.52929,4.6738,22.271,2.1908,4.3801,1.2475,5403.4,584.61,1.7423,0.74195,0.32653,-0.75379,0.83489,Q3,0.144,-0.458,0.56,0.271,4,0.0329,-19.425,0.0985,1,130.183,4,0.528
MT0012027536,222.06,0.61957,987.11,0.74343,0.038358,1.7426,0.020147,2.9864,134.93,1.1988,9.1157,0.034134,0.53617,0.31618,0.067354,0.17167,0.74554,0.022394,3.2833,1.1607,8.7836,1.9131,0.062123,0.50804,0.062123,11.983,1.8032,16.238,0.13349,0.22326,0.047369,0.31203,0.055442,0.4415,0.51699,0.41481,0.21723,0.16123,0.41446,0.26852,0.2359,1.1815,0.3315,0.35777,0.25866,0.29246,3.6765,4.0996,4.8264,5.2553,5.7296,7.5291,3.9873,3.7299,6.4156,-15.836,-25.966,53085,2.1287,0.15646,0.56762,0.7771,-0.55818,0.13823,0.61218,1.3248,0.17672,2.4015,0.0012402,0.26768,0.43441,0,0,0,0,3.4406,7,1.274,0.054418,0,0.2352,0.70559,0.66282,3748.8,4297.9,3100.6,0,0,0,0,0,0,0,6204.1,0,0,0.5,0.025641,0.46943,0.26889,Q4,0.0886,-0.808,0.991,0.906,7,0.0561,-19.427,0.103,1,128.994,4,0.433
MT0012041920,148.08,4.1244,1784.4,3.829,0.11007,-0.28119,0.23928,0.73371,578.67,0.46323,2.6423,0.043416,0.72751,0.4259,0.052844,0.19749,0.637,0.13102,3.2215,1.0203,4.7222,0.76862,0.053185,0.24698,0.22232,3.2365,1.2466,6.933,0.18921,0.32953,0.045975,0.49199,0.051626,0.64477,0.58006,0.54053,-0.16759,-0.17317,0.48891,-0.044014,-0.014137,0.0049082,0.45742,0.44304,0.16801,0.15919,3.189,3.4331,4.0492,4.3283,4.5914,5.2124,2.2963,2.3947,5.3718,28.467,29.661,1579800,2.8373,0.16754,-0.86436,-0.50209,-1.2319,0.11797,2.9368,1.0952,0.12487,0.61805,0.0076059,0.20775,-1.0325,256.76,0.085632,1603.1,0.5,1.7148,4,0.93172,0.3171,0.77534,2.0441,1.5507,0.25078,5131.9,6682.3,4274.1,0.22483,1.0956,2.3405,13.206,3.6496,3.3072,0.8594,4070,204.73,1.7454,0,0.17778,-1.0909,1.6211,Q1,0.91,0.758,0.112,7.94E-06,2,0.0291,-9.239,0.0637,0,112.221,4,0.674
MT0012116237,90.056,0.54906,620.61,4.8834,0.069372,-0.067691,0.3839,-0.41714,337.43,0.20269,1.1525,0.022854,0.77067,0.46626,0.024348,0.38337,0.42847,0.075297,2.3155,0.66188,4.2788,0.38729,0.041426,0.10384,0.33911,1.2079,0.7637,3.4693,0.1819,0.37871,0.044655,0.56395,0.035154,0.7396,0.64512,0.60503,-0.41136,-0.44474,0.5875,-0.24171,-0.06635,-0.089868,0.49074,0.50979,0.11586,0.11469,2.8854,3.2301,3.5538,3.8185,3.6818,4.2742,1.3124,1.379,5.1145,16.171,33.868,2722600,1.2535,0.13533,-2.2619,-0.76914,-2.5512,0.11233,1.9155,0.67548,0.036222,-0.22248,0.0071107,0.22031,-1.5074,0,0,0,0,0.73411,2,0.65579,0.49932,0.5692,0.9375,0,0.2188,6570.4,7349.6,5558.3,0.64294,1.5464,1,12.229,1,1,0,5555.6,77.526,1,1,0.086957,-2.5416,1.1385,Q2,0.88,0.502,0.0161,0.833,11,0.108,-9.942,0.414,0,98.941,4,0.738
MT0012151268,172.02,2.0691,1809.6,2.0153,0.17493,-0.28348,0.017313,1.3904,594.59,1.4646,10.073,0.084993,0.44121,0.28131,0.087482,0.10785,0.80241,0.13668,4.9091,1.4736,6.8424,1.4767,0.097655,0.45952,0.15512,4.2703,2.1085,11.309,0.14997,0.2497,0.047974,0.41273,0.041686,0.59342,0.3954,0.32748,0.65256,0.53689,0.26633,0.73038,1.1115,0.99768,0.24014,0.24767,0.21361,0.20086,4.2893,4.6992,5.3254,5.8967,6.1421,6.787,2.7601,2.8983,9.811,0.57439,5.7818,635980,2.8328,0.22775,0.1976,-0.30783,1.4248,0.057616,2.3031,2.837,0.52998,2.2653,0.0032262,0.38533,0.13052,90.308,0.11303,1057,0.46667,1.0931,5,0.69366,0.6299,0.96853,2.271,0.40077,0.32121,5480.9,6408.4,4387,0.43282,1.3209,1.559,14.316,2.028,2.5674,1.0627,4863,474.21,3.9026,0.76738,0.16949,-0.82741,1.3692,Q4,0.341,-0.456,0.498,0.425,0,0.0353,-9.705,0.0726,1,96.945,4,0.568
MT0012168286,244.41,0.41627,1014.4,3.8456,0.053579,0.14355,0.40773,0.086562,332.88,0.18965,1.6745,0.018953,0.81105,0.4759,0.015666,0.3908,0.42532,0.076702,1.7294,0.63081,4.9474,0.42812,0.041938,0.15701,0.29533,2.5661,0.72147,4.8909,0.21377,0.46095,0.025074,0.56773,0.031929,0.739,0.64943,0.61537,-0.21109,-0.3575,0.59505,-0.201,-0.087167,0.028057,0.55464,0.55026,0.12004,0.11449,2.7775,3.0315,3.3685,3.4576,3.5814,3.9319,1.1745,1.6172,4.3537,32.666,36.826,2288400,2.0721,0.16027,-3.3967,-5.002,-4.45,0.13388,2.3664,0.75066,0.056912,-0.9319,0.016737,0.1369,-1.6403,0,0,0,0,1.1724,4,0.7753,0.4973,0.51669,1.4812,0.55114,0.19447,5979.1,6851.2,5377,0.48539,0,0,0,0,0,0,0,0,0,0,0,0.81645,0.86159,Q2,0.959,-0.772,1.23E-05,0.175,3,0.0677,-6.67,0.305,1,126.285,4,0.402
MT0012202513,156.73,1.7337,1304.6,2.6535,0.12749,1.1751,0.079772,1.4464,493.6,0.85458,5.0443,0.058208,0.50431,0.37338,0.042773,0.25036,0.75229,0.071356,3.5413,1.1707,5.841,1.5728,0.063063,0.33778,0.081787,4.8429,1.9239,8.7743,0.14398,0.30053,0.062443,0.42744,0.059124,0.59218,0.602,0.50887,-0.054219,-0.24317,0.46509,0.027304,0.26734,-0.067776,0.43736,0.38616,0.18636,0.20352,3.3579,3.9013,4.2273,4.3425,4.6525,5.4205,2.193,3.3492,6.5866,2.3377,10.335,217850,5.4794,0.19277,-0.24336,-0.23036,-0.53431,0.11075,1.1874,1.9266,0.28523,1.5864,0.0067689,0.328,-0.63049,20.766,0.012872,1329.6,0.25,2.7724,9,1.4763,0.19542,0.40077,0.93514,1.5697,0.47806,3759,5507.3,3240.1,0.12978,0.83269,1,10.594,1,0,0,6110.4,572.4,1,1,0.066667,-1.1249,0.7347,Q1,0.214,0.088,0.825,0.479,2,0.0381,-17.631,0.346,1,153.57,4,0.402
MT0012222183,220.2,0.3962,959.8,1.1489,0.096896,2.6692,0.027391,2.384,610.8,1.4284,8.5019,0.061144,0.5107,0.37082,0.059135,0.23157,0.6805,0.054734,2.6782,1.3344,6.9688,1.4032,0.083289,0.66647,0.063796,9.1779,1.7346,12.985,0.12901,0.23663,0.081617,0.31245,0.083326,0.53584,0.42309,0.30822,0.75772,0.62748,0.33429,0.42254,0.47831,0.46247,0.35035,0.39951,0.18112,0.19032,4.0328,4.2436,4.6334,5.2977,5.0954,5.7776,2.6705,2.8442,6.2113,7.741,6.446,91961,11.255,0.19365,0.3837,0.83789,-0.5365,0.061687,0.35057,2.1697,0.38718,1.6857,0.0018568,0.27326,-0.12334,11.313,0.016419,86.278,1,3.236,8,1.2841,0.10142,0.1344,0.67199,1.2096,0.5525,5463.5,5952.3,4993.7,0.33563,0.88704,1.6607,11.613,1.6704,5.7088,1.9473,4993.3,314.61,2.2044,0.66429,0.25,-0.37456,1.21,Q4,0.158,-0.684,0.979,0.0637,10,0.0504,-18.934,0.106,1,95.728,3,0.262
MT0012317309,193.32,2.2353,1748,2.1533,0.11144,2.4777,0.038951,1.4547,459.97,1.1445,6.5636,0.063991,0.54701,0.31208,0.074857,0.14378,0.83695,0.042451,4.0559,1.5028,5.9106,1.2827,0.077386,0.86938,0.050472,8.0653,1.9423,12.163,0.11478,0.23192,0.076732,0.36066,0.061869,0.5477,0.57715,0.5277,0.13215,0.041608,0.44333,0.22746,-0.079445,0.11474,0.44996,0.35989,0.18377,0.15707,3.6209,3.2415,3.651,4.3179,4.8295,6.0942,2.5506,2.6794,5.2203,9.8514,9.4232,45021,9.433,0.17281,0.4364,0.86506,-0.85515,0.10565,1.8643,2.4154,0.42099,2.7291,0.0045074,0.33262,-0.27305,259.29,0.11625,1602.8,0.33333,2.2382,5,1.1504,0.18627,0.93786,1.5073,1.5073,0.27283,3989.1,5019.9,3152.5,0.0173,0.82677,1.5037,22.669,1.8693,3.2466,1.4975,3161.9,704.27,2.1889,0.050505,0.11905,0.95273,1.3736,Q3,0.137,-0.27,0.97,5.54E-05,3,0.0544,-18.91,0.121,1,95.374,4,0.667
MT0012331779,155.04,2.6369,1455,3.6611,0.10438,0.32154,0.065263,1.0513,478.11,0.61567,5.2262,0.049748,0.5749,0.44988,0.028675,0.32463,0.77576,0.076826,3.2673,0.91873,4.9656,0.7176,0.067295,0.33388,0.096794,4.4212,1.0899,9.1545,0.1486,0.30636,0.042952,0.46667,0.039789,0.6437,0.53171,0.50239,0.04319,-0.063118,0.50528,-0.065743,-0.029627,-0.069549,0.50395,0.47045,0.15131,0.1413,3.2415,3.712,3.5775,3.7996,4.0712,4.6468,1.7991,1.9382,5.1185,11.291,25.422,603510,4.5508,0.16785,-0.48982,-0.65957,-1.2728,0.090058,1.7804,1.874,0.24041,1.0479,0.010318,0.19518,-0.93124,32.623,0.019828,1182.3,0.5,2.1126,5,1.0278,0.25436,0.56776,2.2043,1.7033,0.32701,4922.4,5806.8,3525.5,0.38375,0.63616,3.007,14.515,1.9268,3.25,1.5,4930.5,152.15,1.6785,1,0.12821,-1.0434,1.1355,Q1,0.863,0.36,0.572,0.00031,6,0.0691,-10.677,0.0581,1,120.476,4,0.708
MT0012333553,328.78,5.0354,4290.3,2.3992,0.16508,-0.11866,0.19578,2.4791,1388.7,0.93251,3.1068,0.064108,0.68395,0.43805,0.038378,0.25638,0.57134,0.26079,3.9199,1.2412,5.8502,0.98554,0.029184,0.22426,0.35615,4.0908,1.5537,8.4249,0.18975,0.30585,0.059253,0.46166,0.065999,0.67159,0.4837,0.45773,0.22442,0.3809,0.36845,0.5553,0.8425,0.67335,0.3195,0.24792,0.16232,0.18014,3.7997,4.3609,4.5649,5.3558,6.0933,6.987,2.4912,3.5047,9.2652,21.07,20.402,4501000,2.597,0.34743,-0.057253,-1.1286,-1.0087,0.071233,2.5603,1.5049,0.19502,3.0679,0.0043564,0.24789,-0.88131,69.316,0.053283,1069.9,0.5,3.1149,7,1.175,0.06261,0.1344,1.3104,2.6544,0.21137,4203.5,5095.7,3088.3,0.047321,0.14075,1.8469,17.598,2.4325,1.6867,0.53218,5501.5,398.86,1.2506,1,0.080645,-0.69784,0.53778,Q4,0.207,0.376,0.897,0.497,7,0.106,-17.144,0.0809,1,111.386,4,0.741
MT0012383717,219.53,3.1921,2042.2,4.5574,0.14972,0.5846,0.082011,1.0115,753.2,0.7728,4.2768,0.10742,0.4481,0.40704,0.052626,0.2505,0.60046,0.34124,4.1123,1.1439,5.9226,1.014,0.10708,0.23456,0.46378,3.268,1.5156,7.5296,0.10954,0.29953,0.068186,0.44976,0.063498,0.61474,0.56475,0.49201,0.0084617,-0.19032,0.50742,-0.26372,0.023927,-0.13036,0.43927,0.46119,0.15469,0.15149,3.2818,3.5501,3.9398,4.265,4.4393,4.492,1.6159,1.8103,5.4085,9.1421,23.639,256740,8.7051,0.2539,0.32967,0.23551,-0.37091,0.070242,2.1712,2.6842,0.34987,2.2387,0.0029186,0.29186,-0.31989,119.93,0.056926,731.86,0.5,1.5067,6,1.0038,0.4216,0.85807,2.1623,1.064,0.39681,4892.7,5841.3,4093.1,0.15063,0.23791,1,15.379,1,1,5.63E-16,4662.7,476.64,1,0.66667,0.058824,-0.86157,1.3046,Q4,0.373,-0.09,0.00538,0.777,1,0.112,-11.455,0.36,1,82.178,4,0.672
MT0012396528,223.26,0.90741,1664.1,3.2048,0.13003,-0.28118,0.17735,0.73032,742.38,0.51824,3.1661,0.047759,0.70879,0.4355,0.03753,0.2629,0.57181,0.18,3.3556,1.0413,5.1788,1.0564,0.051599,0.28236,0.25567,3.6821,1.4544,8.5809,0.20192,0.3629,0.052602,0.49684,0.056824,0.63879,0.58375,0.56108,-0.26279,-0.28658,0.5257,-0.18058,-0.24051,0.061955,0.44632,0.4325,0.16738,0.1358,3.18,3.2047,3.9004,4.2843,4.6971,5.2754,2.3749,2.5256,5.1187,33.77,32.308,2367400,3.1084,0.22672,-0.52105,-0.68165,-1.4879,0.12745,2.4619,1.4947,0.17477,0.20341,0.010038,0.16706,-0.82209,141.64,0.060288,1217.8,0.55556,1.3456,4,0.84903,0.45113,0.87206,2.046,1.0062,0.25796,5276.7,6499.1,4357.1,0.36042,0.48285,1.8961,14.106,2.0151,1.7434,0.30583,4123.5,484.84,1.7194,0.34602,0.14583,-0.57531,1.5772,Q1,0.922,0.302,0.0922,2.35E-05,10,0.0628,-7.156,0.225,1,202.61,4,0.391
MT0012601428,263.18,1.0723,1620.3,2.3477,0.20951,-0.26609,0.073233,1.3774,854.09,1.1675,5.3327,0.066205,0.52652,0.39264,0.075539,0.11752,0.72554,0.15896,6.3623,1.6505,13.484,2.3098,0.10097,0.82291,0.29266,3.1079,2.9389,10.754,0.17295,0.31765,0.066983,0.42357,0.074736,0.57442,0.49622,0.41815,0.50991,0.39599,0.42009,0.47279,0.96688,1.1681,0.2825,0.27525,0.26718,0.27207,3.4906,4.2458,4.8289,5.4622,5.7207,6.4681,2.9954,3.4707,8.0769,-2.0828,5.7749,1400800,2.1483,0.51099,-0.089835,-0.5479,-0.94808,0.072318,2.1561,2.257,0.31367,1.3061,0.0043791,0.27115,0.024447,81.981,0.12771,590.93,0.88889,1.6408,5,1.0586,0.3411,1.1326,2.2653,1.4072,0.3892,6108.3,6710.7,4368.8,0.46375,0.74261,1.6546,12.064,2.1986,4.3627,1.5121,4316.4,601.38,1.9953,0.69191,0.2,-0.19106,1.6479,Q1,0.454,0.664,0.684,0.00172,0,0.0369,-10.774,0.132,0,139.892,4,0.601
MT0012634038,127.82,3.4474,1462.7,1.0367,0.12832,1.4716,0.044831,3.4049,794.85,1.1313,6.7759,0.071027,0.59377,0.41994,0.047642,0.27004,0.69014,0.099185,3.0541,1.4078,5.236,1.1264,0.097306,0.40235,0.061707,6.466,1.6858,11.615,0.10913,0.26504,0.058888,0.4446,0.07534,0.5516,0.53491,0.48751,0.11497,-0.11984,0.50074,0.068471,-0.038866,0.042599,0.48211,0.43977,0.15653,0.1637,3.377,3.2963,3.9594,4.0595,5.0572,5.2419,2.1733,1.9511,5.039,17.518,15.286,109800,8.6792,0.2151,-0.22135,0.78666,-0.60811,0.090381,1.0168,1.7601,0.24738,1.5873,0.0055531,0.22958,-1.1262,92.777,0.058445,1177.9,0.33333,3.0293,6,1.1389,0.062355,0.13302,0.93117,1.4633,0.47512,3800.9,4396.4,3280.3,0,0.99809,2.3622,8.0859,1.3357,1.5268,1.38E-15,2696.2,1114.5,2.345,0.19048,0.11111,-1.426,0.83178,Q3,0.356,-0.67,0.739,0.482,3,0.0306,-14.694,0.115,0,130.735,4,0.674
MT0012658636,93.853,0.55826,660.14,4.7647,0.067272,-0.41145,0.26703,0.88114,315.97,0.21688,2.0471,0.027182,0.69498,0.46224,0.019692,0.37785,0.57438,0.084204,2.1464,0.63103,4.4576,0.67726,0.047374,0.23941,0.23976,2.5484,0.90912,5.3113,0.1951,0.40551,0.031591,0.53427,0.031092,0.67218,0.55999,0.61158,-0.34497,-0.37356,0.58704,-0.29747,-0.26335,-0.2414,0.54336,0.54766,0.11843,0.10824,2.8698,3.0658,3.412,3.6505,3.6356,4.1642,1.5081,1.5106,4.4983,17.97,34.311,1567900,1.8644,0.12813,-1.9478,-1.4333,-2.6069,0.15828,2.3895,0.83269,0.058509,-0.64883,0.016631,0.15702,-1.3449,0,0,0,0,1.447,4,0.72219,0.47608,0.33365,2.1354,0.93423,0.25658,5960.2,6601.4,5331.7,0.55316,0.92653,1.5,13.575,1.5,1.5,-4.39E-15,4881.8,633.99,1.5,1,0.10714,-0.9383,1.7356,Q2,0.992,0.198,0.00019,2.17E-05,6,0.0763,-4.023,0.0934,0,107.803,4,0.517
MT0012766840,84.076,0.24056,566.41,0.60237,0.030948,0.97886,0.0079281,2.6767,143.14,1.6789,13.689,0.05238,0.4841,0.35792,0.066106,0.16816,0.64563,0.019446,2.3523,1.0638,6.7316,1.4308,0.063776,0.66782,0.056225,11.415,1.316,15.515,0.1344,0.15681,0.047922,0.2692,0.065234,0.40405,0.3443,0.50266,-0.050162,0.36234,0.30517,0.49833,0.9268,0.89925,0.30591,0.49247,0.2177,0.29345,3.9426,4.3119,5.1118,7.4448,3.8654,5.0331,2.3743,3.2269,5.9056,-15.204,-21.792,26741,0.96093,0.10113,-0.36534,-0.21089,-0.47286,0.14669,0.33986,1.4739,0.21113,1.5486,0,0.38242,-0.73949,0,0,0,1,4.652,8,1.1687,0.0007728,0,0.033282,0.066563,1.2987,4016.5,5002.8,3101.5,0.044108,0.93881,1.5109,12.622,2.0864,3.0619,1.2036,5002,743.33,1.4057,0.27768,0.20588,-0.10634,0.19973,Q4,0.0882,-0.933,0.984,0.916,0,0.0417,-23.395,0.0939,1,181.083,3,0.578
